id,sf_participant,region,gender,age,edu,status,hh_mem,agri_long,irriga,loan,Non-Farm Act,other_inc,agri Org_mem,Year,crop1,land_crop1_in,price_crop1_in,Tot_Yield_crop1,Avg_Prod_Crop1,ProductivityCrop1_Ch,Land_Proportion_Crop1,Weight_ProduCrop1_Ch,crop2,land_crop2,price_crop2,Tot_Yield_crop2,Avg_Prod_Crop2,ProductivityCrop2_Ch,Land_Proportion_Crop2,Weight_ProduCrop2_Ch,crop3,round_crop3,land_crop3,Tot_Yield_crop3,price_crop3,Avg_Prod_Crop3,ProductivityCrop3_Ch,Land_Proportion_Crop3,Weight_ProduCrop3_Ch,Produtivity_Ch(All),Ave_ProdRisk,Ave_InputRisk,Ave_MktRisk,Ave_InfRisk,Ave_FinRisk,Overview_Risk,gov_support,29.agri_learning_chan,31.agri_tech_adapt,31.1Adapt_tech_prod,31.2farm_manag,31.3agri_entrep,31.4val_added,Avg_ProdManage,Avg_InputManage,Avg_Tech,Avg_Ana&Plan,Avg_Mkting,Avg_Network,All_Skill,Ch_ProdManage,Ch_InputManage,Ch_Tech,Ch_Ana&Plan,Ch_Mkting,Ch_Network,Ch_Skill
717,1,5,0,65,1,2,6,40,0,1,0,0,1,0,2,3,20,2000,666.67,-0.67,1,-0.67,,,,,,,0,0,,,,,,,,0,0,,1,2,1.666666667,2.5,3,2.033333333,3,1,1,0,1,0,0,4,3.67,2.5,3,2.33,2,2.92,-0.4,-1,-1.5,-1,-1.666666667,0.5,-0.844444444
741,0,1,1,31,2,1,2,10,1,1,0,0,0,1,1,50,10,100000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1.5,2.333333333,1.666666667,1.5,3,2,3,5,,,,,,4.4,4.67,4,4,4,1.5,3.76,0,0,0,0.2,0,0,0.033333333
741,0,1,1,31,2,1,2,10,1,1,0,0,0,0,1,50,10,100000,2000,32.33,1,32.33,,,,,,,0,0,,,,,,,,0,0,,1.5,2.333333333,1.666666667,1.5,3,2,3,5,,,,,,4.4,4.67,4,3.8,4,1.5,3.73,0.4,0.666666667,1.75,0.8,1,-0.5,0.686111111
800,0,5,0,44,4,2,5,2.5,0,0,1,300000,0,1,8,1,45,60,60,0,0.09,0,7,10,3.5,2500,250,0,0.909090909,0,,,,,,,,0,0,0,3,3.666666667,2.666666667,3,4,3.266666667,2,5,,,,,,4,4,2.25,3,3,2,3.04,0.4,1,0,0,1,0,0.4
800,0,5,0,44,4,2,5,2.5,0,0,1,300000,0,0,8,1,45,60,60,-0.96,0.09,-0.09,7,10,4,2500,250,,0.909090909,0,,,,,,,,0,0,,3,3.666666667,2.666666667,3,4,3.266666667,2,5,,,,,,3.6,3,2.25,3,2,2,2.64,-0.4,-0.333333333,-1.5,0,-1,-1,-0.705555556
801,0,5,1,62,3,2,6,35,0,1,1,300000,1,1,7,10,28,13500,1350,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3,5,4,3,3,3.6,3,5,,,,,,4,3.33,3.75,3,3,3,3.35,1,0.333333333,0.75,0,1,0,0.513888889
801,0,5,1,62,3,2,6,35,0,1,1,300000,1,0,7,10,28,13500,1350,-0.87,1,-0.87,,,,,,,0,0,,,,,,,,0,0,,3,5,4,3,3,3.6,3,5,,,,,,3,3,3,3,2,3,2.83,-1.6,-1,-0.5,0,-1,1,-0.516666667
802,0,5,0,52,1,2,4,30,0,0,1,108000,1,1,9,3,1.3,30000,10000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,1,2,2,2,2,1.8,2,5,,,,,,4.6,4,3.5,3,3,2,3.35,0.6,0.666666667,0,0,0,0,0.211111111
802,0,5,0,52,1,2,4,30,0,0,1,108000,1,0,9,3,1.3,30000,10000,0.11,1,0.11,,,,,,,0,0,,,,,,,,0,0,,1,2,2,2,2,1.8,2,5,,,,,,4,3.33,3.5,3,3,2,3.14,1,0.333333333,1.5,0,0.666666667,0,0.583333333
803,0,5,0,50,3,2,3,20,0,1,1,100000,0,1,8,14,3.5,126000,9000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3,4,4.666666667,4,4,3.933333333,3,2,0,,,,,3,3,2,3,2.33,2,2.56,0,0,0,0,0,0,0
803,0,5,0,50,3,2,3,20,0,1,1,100000,0,0,8,14,8,126000,9000,2,1,2,,,,,,,0,0,,,,,,,,0,0,,3,4,4.666666667,4,4,3.933333333,3,2,0,,,,,3,3,2,3,2.33,2,2.56,-1,-1,-1.75,-0.6,-0.666666667,-1,-1.002777778
804,0,5,0,70,5,2,2,50,0,1,0,0,1,1,4,40,3,120000,3000,0,0.44,0,5,50,6.8,7000,140,-0.5,0.555555556,-0.277777778,,,,,,,,0,0,-0.138888889,3.25,4.333333333,4,4,4,3.916666667,4,5,,,,,,4,4,3.75,3.6,3,3,3.56,0,0,0.5,0.2,0,0,0.116666667
804,0,5,0,70,5,2,2,50,0,1,0,0,1,0,4,40,2.8,120000,3000,0,0.44,0,5,50,8,14000,280,,0.555555556,0,,,,,,,,0,0,,3.25,4.333333333,4,4,4,3.916666667,4,5,,,,,,4,4,3.25,3.4,3,3,3.44,1,0.666666667,0.75,0.2,0,0,0.436111111
805,0,5,1,45,3,2,4,20,0,1,1,200000,1,1,4,50,3,150000,3000,0,0.71,0,1,20,15,6000,300,-0.4,0.285714286,-0.114285714,,,,,,,,0,0,-0.057142857,2.5,3,3,3,3,2.9,2,2,1,1,1,1,1,3,3.33,2.5,3.2,3,3,3.01,0,0.333333333,0.25,0.2,0,0,0.130555556
805,0,5,1,45,3,2,4,20,0,1,1,200000,1,0,4,50,3,150000,3000,0.5,0.71,0.36,1,20,9,10000,500,,0.285714286,0,,,,,,,,0,0,,2.5,3,3,3,3,2.9,2,2,1,1,1,1,1,3,3,2.25,3,3,3,2.88,0,0,-0.5,0,1,1,0.25
806,0,1,0,60,1,1,10,40,0,1,0,0,1,1,4,10,3,20000,2000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3.5,4,4,4,4,3.9,4,5,,,,,,3,3,2.75,3,2,2,2.63,0,0.666666667,0.75,0,0,0,0.236111111
806,0,1,0,60,1,1,10,40,0,1,0,0,1,0,4,10,2.4,20000,2000,-0.5,1,-0.5,,,,,,,0,0,,,,,,,,0,0,,3.5,4,4,4,4,3.9,4,5,,,,,,3,2.33,2,3,2,2,2.39,0,-0.666666667,-1,1,0,0,-0.111111111
807,0,1,1,46,3,1,3,10,0,1,1,10000,1,1,4,4,2.5,16000,4000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4,3,3,3,4,3.4,3,2,1,1,1,1,1,3,3,3,2,2,2,2.5,0,0.666666667,0.25,0,0,0,0.152777778
807,0,1,1,46,3,1,3,10,0,1,1,10000,1,0,4,4,2.5,16000,4000,1.22,1,1.22,,,,,,,0,0,,,,,,,,0,0,,4,3,3,3,4,3.4,3,2,1,1,1,1,1,3,2.33,2.75,2,2,2,2.35,0,-0.666666667,-0.25,0,-1,-1,-0.486111111
808,0,1,1,65,3,2,5,50,1,1,0,0,1,1,1,20,11,36000,1800,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3.75,4.666666667,3,3,4.5,3.783333333,3,2,1,1,1,1,1,3,3,3,2,3,3,2.83,0,0.333333333,0,0,0,0,0.055555556
808,0,1,1,65,3,2,5,50,1,1,0,0,1,0,1,20,11,36000,1800,-0.1,1,-0.1,,,,,,,0,0,,,,,,,,0,0,,3.75,4.666666667,3,3,4.5,3.783333333,3,2,1,1,1,1,1,3,2.67,3,2,3,3,2.78,-1,-1.333333333,-0.5,-2,1,0,-0.638888889
809,0,1,1,33,5,2,2,3,1,1,0,0,1,1,1,60,12,120000,2000,-0.97,1,-0.97,,,,,,,0,0,,,,,,,,0,0,-0.967213115,4.5,4,3,3,4,3.7,3,2,1,1,1,1,1,4,4,3.5,4,2,3,3.42,1,1,0.75,1,0,0,0.625
809,0,1,1,33,5,2,2,3,1,1,0,0,1,0,1,60,10,3660000,61000,5.63,1,5.63,,,,,,,0,0,,,,,,,,0,0,,4.5,4,3,3,4,3.7,3,2,1,1,1,1,1,3,3,2.75,3,2,3,2.79,-1,0,-0.5,-1,-1,-1,-0.75
810,0,1,0,49,5,2,4,20,1,1,1,420000,1,1,3,174,1.4,1600000,9195.4,0.23,0.79,0.18,4,45,3,250,5.555555556,5.5,0.205479452,1.130136986,,,,,,,,0,0,0.656743941,3.75,3,3.333333333,3,5,3.616666667,3,2,1,1,1,1,1,4,3,3.25,4,3,4,3.54,0,0,0.25,0,0,0,0.041666667
810,0,1,0,49,5,2,4,20,1,1,1,420000,1,0,3,174,1.07,1300000,7471.26,-0.07,1,-0.07,0,0,0,,,,0,0,,,,,,,,0,0,,3.75,3,3.333333333,3,5,3.616666667,3,2,1,1,1,1,1,4,3,3,4,3,4,3.5,0,-1,-1,0,-1,0,-0.5
811,1,1,1,50,3,2,4,20,0,1,0,0,1,1,4,60,2.3,480000,8000,-0.16,1,-0.16,,,,,,,0,0,,,,,,,,0,0,-0.157894737,3.5,3,3,3,2,2.9,2,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0
811,1,1,1,50,3,2,4,20,0,1,0,0,1,0,4,60,1.8,570000,9500,6.6,1,6.6,,,,,,,0,0,,,,,,,,0,0,,3.5,3,3,3,2,2.9,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1
812,0,1,0,30,5,2,4,6,1,0,1,96000,1,1,1,1,8.7,1250,1250,-0.17,1,-0.17,,,,,,,0,0,,,,,,,,0,0,-0.166666667,3,2,3,3,2,2.6,2,2,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
812,0,1,0,30,5,2,4,6,1,0,1,96000,1,0,1,1,9,1500,1500,-0.79,1,-0.79,,,,,,,0,0,,,,,,,,0,0,,3,2,3,3,2,2.6,2,2,1,1,1,1,1,3,3,3,3,3,3,3,-1,-2,-1.75,-1,-1,-1,-1.291666667
813,0,1,0,53,5,2,5,30,0,1,1,140000,0,1,4,70,2.8,490000,7000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3.5,3,3,3,3,3.1,3,4,1,1,1,1,1,4,5,4.75,4,4,4,4.29,0,1,0.75,0,0,0,0.291666667
813,0,1,0,53,5,2,5,30,0,1,1,140000,0,0,4,70,2.8,490000,7000,1.98,1,1.98,,,,,,,0,0,,,,,,,,0,0,,3.5,3,3,3,3,3.1,3,4,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,1,1,0.333333333
814,1,1,1,57,3,2,3,30,0,1,0,0,1,1,1,4,9,9400,2350,-0.18,1,-0.18,,,,,,,0,0,,,,,,,,0,0,-0.175438596,4,5,3,4,5,4.2,3,1,1,1,1,1,1,4,4,4,4,3,3,3.67,0,0,0,0,0,0,0
814,1,1,1,57,3,2,3,30,0,1,0,0,1,0,1,4,9,11400,2850,-0.72,1,-0.72,,,,,,,0,0,,,,,,,,0,0,,4,5,3,4,5,4.2,3,1,1,1,1,1,1,4,4,4,4,3,3,3.67,1,1,1,1,0,0,0.666666667
815,0,1,1,45,3,2,2,25,1,1,0,0,1,1,3,10,1.4,100000,10000,-0.5,1,-0.5,,,,,,,0,0,,,,,,,,0,0,-0.5,4.25,4,4,3,4,3.85,4,4,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
815,0,1,1,45,3,2,2,25,1,1,0,0,1,0,3,10,1.2,200000,20000,1.5,1,1.5,,,,,,,0,0,,,,,,,,0,0,,4.25,4,4,3,4,3.85,4,4,1,1,1,1,1,3,3,3,3,3,3,3,-1,0,0,0,0,0,-0.166666667
816,0,1,1,60,3,2,5,30,1,1,0,0,1,1,3,100,1.4,800000,8000,0,0.53,0,4,90,3,270000,3000,0,0.473684211,0,,,,,,,,0,0,0,3,4,4.666666667,3,5,3.933333333,3,2,1,1,1,1,1,4,3,3,3,3,3,3.17,0,0,0,0,0,0,0
816,0,1,1,60,3,2,5,30,1,1,0,0,1,0,3,100,1.08,800000,8000,4.33,0.53,2.28,4,90,3,270000,3000,,0.473684211,0,,,,,,,,0,0,,3,4,4.666666667,3,5,3.933333333,3,2,1,1,1,1,1,4,3,3,3,3,3,3.17,1,0,0,0,0,0,0.166666667
817,0,5,0,45,5,2,4,15,0,1,0,0,0,1,1,10,9,15000,1500,-0.17,1,-0.17,,,,,,,0,0,,,,,,,,0,0,-0.166666667,4,3,3.333333333,3,4,3.466666667,4,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
817,0,5,0,45,5,2,4,15,0,1,0,0,0,0,1,10,9,18000,1800,35,1,35,,,,,,,0,0,,,,,,,,0,0,,4,3,3.333333333,3,4,3.466666667,4,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
818,0,5,0,48,5,2,4,10,0,0,0,0,1,1,9,5,90,250,50,0.25,1,0.25,,,,,,,0,0,,,,,,,,0,0,0.25,4,4,4,4,4,4,4,2,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
818,0,5,0,48,5,2,4,10,0,0,0,0,1,0,9,5,120,200,40,-0.96,1,-0.96,,,,,,,0,0,,,,,,,,0,0,,4,4,4,4,4,4,4,2,1,1,1,1,1,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
819,0,5,0,51,5,2,4,10,0,1,1,240000,1,1,9,4,2.5,4000,1000,-0.5,1,-0.5,,,,,,,0,0,,,,,,,,0,0,-0.5,3.75,3,3,3,3,3.15,3,2,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1
819,0,5,0,51,5,2,4,10,0,1,1,240000,1,0,9,4,2.5,8000,2000,1.5,1,1.5,,,,,,,0,0,,,,,,,,0,0,,3.75,3,3,3,3,3.15,3,2,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
820,0,5,0,36,5,3,3,15,0,1,0,0,1,1,1,6,10,4800,800,1,1,1,,,,,,,0,0,,,,,,,,0,0,1,4.5,4,3,3,5,3.9,3,2,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
820,0,5,0,36,5,3,3,15,0,1,0,0,1,0,1,12,8,4800,400,-0.76,1,-0.76,,,,,,,0,0,,,,,,,,0,0,,4.5,4,3,3,5,3.9,3,2,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
821,1,5,0,47,3,1,5,15,0,1,0,0,1,1,7,30,30,50000,1666.67,0.11,1,0.11,,,,,,,0,0,,,,,,,,0,0,0.111111111,4.75,4,4,4,5,4.35,5,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
821,1,5,0,47,3,1,5,15,0,1,0,0,1,0,7,30,30,45000,1500,-0.88,1,-0.88,,,,,,,0,0,,,,,,,,0,0,,4.75,4,4,4,5,4.35,5,5,,,,,,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
822,1,5,0,39,5,2,7,10,0,1,1,100000,1,1,3,22,1.4,264000,12000,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3.5,3,3,3,4,3.3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0
822,1,5,0,39,5,2,7,10,0,1,1,100000,1,0,3,22,1.2,264000,12000,29,1,29,,,,,,,0,0,,,,,,,,0,0,,3.5,3,3,3,4,3.3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1
823,0,5,1,48,3,2,4,30,0,0,0,0,0,1,1,9,10.5,3600,400,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4.5,4,4,3,4,3.9,4,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
823,0,5,1,48,3,2,4,30,0,0,0,0,0,0,1,9,10.5,3600,400,-0.97,1,-0.97,,,,,,,0,0,,,,,,,,0,0,,4.5,4,4,3,4,3.9,4,5,,,,,,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
824,0,5,1,60,3,2,5,35,0,0,0,0,0,1,3,200,1.5,2400000,12000,-0.2,0.82,-0.16,4,45,3,180000,4000,0,0.183673469,0,,,,,,,,0,0,-0.163265306,3.75,3,3,3,3,3.15,3,5,,,,,,4,4,4,4,4,4,4,0,0,0,0,0,0,0
824,0,5,1,60,3,2,5,35,0,0,0,0,0,0,3,200,1.2,3000000,15000,32.33,0.82,26.39,4,45,3,180000,4000,,0.183673469,0,,,,,,,,0,0,,3.75,3,3,3,3,3.15,3,5,,,,,,4,4,4,4,4,4,4,1,1,1,1,1,1,1
825,0,5,1,60,1,2,4,50,0,1,0,0,1,1,1,24,11,10800,450,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4.75,5,4,5,5,4.75,3,4,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
825,0,5,1,60,1,2,4,50,0,1,0,0,1,0,1,24,11,10800,450,1.25,1,1.25,,,,,,,0,0,,,,,,,,0,0,,4.75,5,4,5,5,4.75,3,4,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
826,0,5,0,48,5,2,4,5,0,1,0,0,1,1,7,5,15,1000,200,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4,4,4,4,4,4,4,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
826,0,5,0,48,5,2,4,5,0,1,0,0,1,0,7,5,15,1000,200,-0.89,1,-0.89,,,,,,,0,0,,,,,,,,0,0,,4,4,4,4,4,4,4,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
827,0,1,0,56,4,2,5,30,0,0,0,0,1,1,4,8,3,15000,1875,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4,4,3,4,4,3.8,3,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
827,0,1,0,56,4,2,5,30,0,0,0,0,1,0,4,8,2.8,15000,1875,0.73,1,0.73,,,,,,,0,0,,,,,,,,0,0,,4,4,3,4,4,3.8,3,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
828,0,1,1,61,3,2,6,40,1,1,0,0,1,1,4,23,3,25000,1086.96,-0.04,0.5,-0.02,4,23,2.5,26000,1130.434783,,0.5,0,,,,,,,,0,0,-0.019230769,3.75,3,4,4,3,3.55,3,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
828,0,1,1,61,3,2,6,40,1,1,0,0,1,0,4,23,2.5,26000,1130.43,0.13,1,0.13,0,0,0,,,,0,0,,,,,,,,0,0,,3.75,3,4,4,3,3.55,3,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
829,0,1,0,58,3,2,5,35,1,1,0,0,1,1,4,10,4,10000,1000,0,0.5,0,4,10,3,13000,1300,,0.5,0,,,,,,,,0,0,0,4,4,4,4,4,4,4,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
829,0,1,0,58,3,2,5,35,1,1,0,0,1,0,4,10,4,10000,1000,-0.44,1,-0.44,0,0,0,,,,0,0,,,,,,,,0,0,,4,4,4,4,4,4,4,5,,,,,,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
830,1,2,1,53,5,2,5,30,0,0,0,0,1,1,1,20,9,36000,1800,-0.08,1,-0.08,,,,,,,0,0,,,,,,,,0,0,-0.076923077,3,3,3,4,4,3.4,3,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,1,1,1,0.5
830,1,2,1,53,5,2,5,30,0,0,0,0,1,0,1,20,8,39000,1950,0.64,1,0.64,,,,,,,0,0,,,,,,,,0,0,,3,3,3,4,4,3.4,3,1,1,1,1,1,1,4,4,4,3,3,3,3.5,0,0,0,-1,-1,-1,-0.5
831,1,2,0,64,3,2,6,40,0,1,0,0,1,1,7,8,38,9500,1187.5,-0.03,1,-0.03,,,,,,,0,0,,,,,,,,0,0,-0.030612245,3.25,3,3,3,4,3.25,4,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1
831,1,2,0,64,3,2,6,40,0,1,0,0,1,0,7,8,30,9800,1225,0.53,1,0.53,,,,,,,0,0,,,,,,,,0,0,,3.25,3,3,3,4,3.25,4,1,1,1,1,1,1,3,3,3,3,3,3,3,-1,-1,-1,0,-1,-1,-0.833333333
832,1,2,1,53,5,2,3,25,1,0,0,0,1,1,1,35,9,28000,800,-0.03,1,-0.03,,,,,,,0,0,,,,,,,,0,0,-0.034482759,4,4,4,4,4,4,4,1,1,1,1,1,1,4,4,4,3,4,4,3.83,1,1,1,0,1,1,0.833333333
832,1,2,1,53,5,2,3,25,1,0,0,0,1,0,1,35,11,29000,828.57,-0.48,1,-0.48,,,,,,,0,0,,,,,,,,0,0,,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
833,1,2,0,49,5,2,4,20,0,0,0,0,1,1,1,17,10,27000,1588.24,-0.13,1,-0.13,,,,,,,0,0,,,,,,,,0,0,-0.129032258,3.5,3,3,3,3,3.1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
833,1,2,0,49,5,2,4,20,0,0,0,0,1,0,1,17,10,31000,1823.53,-0.18,1,-0.18,,,,,,,0,0,,,,,,,,0,0,,3.5,3,3,3,3,3.1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
834,1,2,1,56,4,1,3,40,0,1,0,0,1,1,1,30,11,67000,2233.33,-0.01,1,-0.01,,,,,,,0,0,,,,,,,,0,0,-0.014705882,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1
834,1,2,1,56,4,1,3,40,0,1,0,0,1,0,1,30,11,68000,2266.67,1.79,1,1.79,,,,,,,0,0,,,,,,,,0,0,,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
835,1,2,0,42,5,1,5,20,1,1,0,0,1,1,7,8,28,6500,812.5,-0.07,0.62,-0.04,7,5,40,2500,500,-0.166666667,0.384615385,-0.064102564,,,,,,,,0,0,-0.054029304,3.5,4,3,3,3.5,3.4,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1,0,1,1,1,1,0.833333333
835,1,2,0,42,5,1,5,20,1,1,0,0,1,0,7,8,30,7000,875,-0.03,0.62,-0.02,7,5,45,3000,600,,0.384615385,0,,,,,,,,0,0,,3.5,4,3,3,3.5,3.4,3,1,1,1,1,1,1,3,4,3,3,3,3,3.17,0,1,0,0,0,0,0.166666667
836,1,2,0,60,3,2,6,45,0,1,0,0,1,1,1,10,12,9000,900,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
836,1,2,0,60,3,2,6,45,0,1,0,0,1,0,1,10,12,9000,900,-0.22,1,-0.22,,,,,,,0,0,,,,,,,,0,0,,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
837,1,2,0,38,5,1,4,10,0,1,1,100000,1,1,7,20,40,23000,1150,-0.08,1,-0.08,,,,,,,0,0,,,,,,,,0,0,-0.08,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,0,0,0,0,0,0,0
837,1,2,0,38,5,1,4,10,0,1,1,100000,1,0,7,20,43,25000,1250,0.75,1,0.75,,,,,,,0,0,,,,,,,,0,0,,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2
838,1,2,0,58,3,2,5,25,0,1,1,200000,1,1,1,14,11,10000,714.29,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0
838,1,2,0,58,3,2,5,25,0,1,1,200000,1,0,1,14,11,10000,714.29,-0.05,1,-0.05,,,,,,,0,0,,,,,,,,0,0,,4,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
839,1,2,1,62,1,2,7,40,0,1,0,0,1,1,1,20,13,15000,750,-0.06,1,-0.06,,,,,,,0,0,,,,,,,,0,0,-0.0625,4,4,4,5,5,4.4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,0,0,1,1,1,1,0.666666667
839,1,2,1,62,1,2,7,40,0,1,0,0,1,0,1,20,11,16000,800,-0.22,1,-0.22,,,,,,,0,0,,,,,,,,0,0,,4,4,4,5,5,4.4,4,1,1,1,1,1,1,3,3,2,2,2,2,2.33,0,0,-1,-1,-1,-1,-0.666666667
840,0,2,1,33,5,1,3,5,0,0,0,0,0,1,7,8,38,8200,1025,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
840,0,2,1,33,5,1,3,5,0,0,0,0,0,0,7,8,38,8200,1025,0.71,1,0.71,,,,,,,0,0,,,,,,,,0,0,,3,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1
841,0,2,1,43,5,2,4,5,0,0,0,0,0,1,7,5,25,3000,600,-0.14,1,-0.14,,,,,,,0,0,,,,,,,,0,0,-0.142857143,4,3,3,3,4,3.4,3,5,,,,,,2,2,2,2,2,2,2,0,0,0,0,0,0,0
841,0,2,1,43,5,2,4,5,0,0,0,0,0,0,7,5,30,3500,700,-0.94,1,-0.94,,,,,,,0,0,,,,,,,,0,0,,4,3,3,3,4,3.4,3,5,,,,,,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
842,0,2,0,34,5,1,5,3,0,0,1,300000,0,1,8,1,40,10800,10800,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3,3,3,3,3,3,3,4,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
842,0,2,0,34,5,1,5,3,0,0,1,300000,0,0,8,1,40,10800,10800,8,1,8,,,,,,,0,0,,,,,,,,0,0,,3,3,3,3,3,3,3,4,1,1,1,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0
843,0,2,1,39,5,2,4,4,1,0,1,240000,0,1,7,5,33,6000,1200,-0.08,1,-0.08,,,,,,,0,0,,,,,,,,0,0,-0.076923077,3,3,3,3,3,3,3,5,,,,,,3,3,3,3,3,3,3,0,0,0,0,0,0,0
843,0,2,1,39,5,2,4,4,1,0,1,240000,0,0,7,5,35,6500,1300,-0.22,1,-0.22,,,,,,,0,0,,,,,,,,0,0,,3,3,3,3,3,3,3,5,,,,,,3,3,3,3,3,3,3,1,1,1,1,1,1,1
844,0,2,0,32,5,1,4,2,1,0,1,360000,0,1,7,3,40,5000,1666.67,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,2,3,3,2,3,2.6,2,4,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0
844,0,2,0,32,5,1,4,2,1,0,1,360000,0,0,7,3,40,5000,1666.67,3.17,1,3.17,,,,,,,0,0,,,,,,,,0,0,,2,3,3,2,3,2.6,2,4,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0
845,0,2,0,52,5,2,5,6,0,0,1,200000,1,1,7,3,20,1200,400,0,1,0,,,,,,,0,0,,,,,,,,0,0,0,3,4,3,3,3,3.2,3,4,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0
845,0,2,0,52,5,2,5,6,0,0,1,200000,1,0,7,3,20,1200,400,-0.56,1,-0.56,,,,,,,0,0,,,,,,,,0,0,,3,4,3,3,3,3.2,3,4,1,1,1,1,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
